1023
 -22 -12 -9 -45 -34 17 13 13 -19 -16
 -8 -38 -2 -35 -12 -29 22 0 0 -7
 13 44 0 15 -9 -16 -23 -12 -20 -10
 4 -33 5 0 -17 31 -8 25 5 -15
 43 -41 -2 -17 -39 7 -42 15 0 -17
 -1 0 -8 26 -27 45 -9 -3 -40 16
 38 26 14 42 -37 37 46 -19 32 -10
 37 -29 29 -46 9 -17 42 -41 -49 11
 -10 1 4 28 28 14 -7 -38 -36 -25
 32 47 -10 11 38 30 48 28 -24 -24
 38 39 8 5 -18 34 36 0 -48 35
 47 32 33 -20 38 -16 -39 -28 15 10
 -12 10 -33 4 36 8 37 35 19 -5
 8 -33 -38 -5 45 44 -31 -37 -38 -18
 22 13 -41 -10 -38 -45 -33 24 19 -8
 34 -1 -48 -30 -16 -36 -27 -24 8 25
 -23 12 10 1 1 -13 47 -31 -9 -31
 0 46 -1 -28 2 -1 4 -19 -40 -38
 2 -28 46 37 41 -38 -3 -23 23 -45
 -17 -42 34 48 25 -11 -14 -8 -14 30
 -35 -6 4 -42 10 36 16 -10 22 -3
 22 -41 25 0 -37 3 19 46 -18 12
 -28 -24 15 38 36 24 47 -36 13 31
 -24 2 47 4 -23 -22 -25 -32 7 -41
 -34 17 31 -4 -14 40 -15 2 -44 -16
 -25 4 -29 31 45 -38 -42 34 -49 33
 27 -34 -4 -8 33 44 34 -13 24 -11
 31 -41 30 -32 -37 -8 -43 -7 -40 8
 38 -21 -4 -29 25 -45 0 44 44 28
 22 -31 32 47 -10 6 -3 41 -13 26
 -33 37 -25 48 5 -46 18 -6 -10 25
 23 49 30 34 -45 11 23 1 14 -22
 23 -34 -32 24 9 33 -48 -14 -37 -3
 -46 47 -35 21

 25 11 37 7 -40 34 22 29 35 -17
 21 2 -19 -35 -28 7 9 -27 39 23
 0 47 -33 16 10 23 -9 39 44 27
 34 18 20 -37 -32 21 43 -7 13 -10
 12 -32 7 -38 -38 -38 -43 11 -39 49
 -12 -41 -20 27 -30 48 16 0 -44 43
 -46 24 -12 -24 15 45 -40 -13 -37 20
 -11 45 16 26 -35 -33 3 18 -34 -15
 19 24 -28 27 12 -39 -22 30 35 -15
 -7 22 20 0 -16 -4 -14 -29 -24 21
 -14 -34 8 9 11 -42 -41 34 5 -15
 0 -31 9 44 -13 41 -13 -37 17 -3
 -28 -2 7 -5 22 -34 -2 -15 46 11
 -7 15 -15 -42 19 -45 16 33 8 4
 -19 28 46 36 0 49 -39 47 -19 12
 -10 -29 11 -32 -17 -37 33 34 -24 -42
 -22 9 44 -34 -32 -46 -47 11 -30 -22
 21 -31 -29 -29 -12 -20 26 22 16 -15
 -19 14 -4 -33 48 -1 -49 -37 -48 -21
 -40 -27 -19 -43 -48 -2 -44 -29 17 3
 -16 12 49 -22 49 -25 -28 -29 19 23
 41 30 37 2 -47 33 6 38 -27 -11
 -26 11 -4 43 42 12 4 29 -30 32
 6 -46 2 38 -26 -32 30 -4 -36 28
 5 -28 -9 24 35 -14 42 -31 22 0
 -4 -7 46 -28 18 29 -8 -16 5 -31
 36 -9 6 -41 -30 44 4 37 47 38
 43 39 -31 4 34 -42 0 -29 5 46
 -47 -32 21 -3 33 45 20 2 -18 39
 17 -35 -49 43 16 14 23 -47 -7 49
 17 -11 -46 -22 -4 -46 24 -1 28 20
 43 21 3 -43 -32 -12 12 30 -1 -34
 -37 -34 -13 -19 28 17 -33 33 7 42
 13 -6 -3 -37 5 -30 33 43 -19 -17
 -26 23 6 -23 -45 37 -24 12 -32 -43
 -11 37 12 18 -21 -4 35 -46 -24 32
 6 -29 12 -37 -23 -28 -7 -46 11 34
 -19 46 15 42 26 39 -27 24 37 0
 46 -26 2 6 26 -44 -14 -26 47 -41
 -7 -20 14 40 -7 -37 8 11 8 -34
 9 -21 -15 -4 48 48 -33 -24 -30 -6
 -43 -36 20 -42 -4 -8 40 -22 -49 -14
 -21 -19 1 6 44 43 5 -29 -47 -47
 27 15 23 18 -37 18 -19 -36 -17 43
 13 38 25 -3 15 0 47 -1 1 -29
 48 0 0 17 36 32 33 -25 15 35
 19 -28 12 13 47 -13 -49 -44 -12 15
 27 -15 -1 32 -46 0 31 -28 -20 -13
 -21 3 11 0 5 -10 -16 -1 -2 11
 -37 -8 -3 36 -26 34 -32 25 -32 -16
 -15 -28 41 -3 39 -17 -36 48 23 -37
 -30 46 -8 14 -22 16 34 -14 26 18
 -46 -46 49 23 25 21 -23 20 -18 -8
 20 -26 9 41 -31 -18 44 3 24 -17
 -46 48 4 -44 -32 -4 -42 17 20 9
 -32 20 -20 37 -21 11 2 39 24 39
 -30 -44 7 -41 19 -41 -19 26 12 43
 44 -10 44 -39 40 41 29 -26 36 27
 -2 -3 26 -8 46 14 30 28 -49 -14
 -14 6 -8 39 38 13 -3 -38 -46 -13
 -37 2 12 -6 46 -11 -47 -3 7 45
 -44 38 -49 -18 41 43 48 -45 -45 -23
 36 1 36 2 0 35 -40 27 39 1
 12 -15 11 0 -40 3 6 -38 47 -10
 11 47 -48 -27 29 -46 -46 -43 29 -25
 9 -16 0 -22 0 30 14 -22 10 0
 14 -7 -24 -42 4 -49 9 -9 13 -23
 29 41 42 -15 -20 -41 -31 38 45 -38
 -27 42 -49 -7 -8 39 32 -25 -46 -14
 -48 -28 -4 -41 -16 -19 -19 48 -48 -32
 5 19 23 -48 -20 -12 -43 -6 7 12
 1 -48 41 33 21 -49 -10 -12 3 -33
 23 0 -16 0 14 -15 41 -21 11 9
 -41 37 -22 32 -43 24 -42 -40 -18 -47
 -26 35 3 48 -30 4 -29 -21 0 35
 -16 14 48 3 -41 25 -28 -48 49 -29
 38 41 -4 28 0 13 -35 39 -47 -31
 28 12 26 0 -25 -45 -3 39 46 20
 9 30 -35 -35 23 12 -49 12 -11 -13
 36 40 11 42 -5 -6 -49 12 -21 29
 -37 -1 0 -3 -35 47 0 -20 -29 -25
 -30 23 -32 14 -5 -29 -30 33 -7 -8
 -14 -36 -15 28 -34 6 -36 -37 5 -3
 -11 36 -19 22 -43 48 -14 23 20 16
 -18 -35 -5 17 21 11 2 -46 -44 17
 -30 8 -32 -7 -13 -29 26 -39 46 40
 -49 12 -39 12 -15 41 -5 42 -37 -3
 46 27 -34 -2 42 19 13 -1 48 27
 -4 33 -19 49 -4 -16 -47 46 40 -47
 47 -15 -7 -40 44 -38 19 -11 9 0
 -48 -29 -25 49 24 -21 -3 5 4 31
 11 -34 35 0 -18 -6 -5 -14 -24 -21
 -35 -39 9 46 31 39 -43 17 37 -8
 -23 39 20 -29 -34 -1 -36 -18 -26 -20
 -38 -3 39 -23 -40 -24 -33 3 47 -11
 17 -5 34 38 43 -1 9 6 21 -36
 -10 -11 17 -43 -20 -22 -44 8 13 46
 -45 28 11 -15 47 -19 39 -19 43 46
 21 49 24 -32 30 -45 -10 -30 9 23
 -30 -40 29 23 10 9 48 -16 -6 12
 13 8 -42 -9 34 -46 5 47 46 23
 -47 35 -30 42 -41 12 30 49 -9 28
 -19 -1 -12 -3
